Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
1467,Providence University,0.53,Bachelors,Providence,W,1,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.86
1468,Providence University,2.87,Bachelors,Providence,W,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.66
1469,Providence University,2.52,Bachelors,Providence,W,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.57
1470,Providence University,2.78,Bachelors,Providence,W,1,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.14
1471,Providence University,1.45,Bachelors,Providence,M,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.59
1472,Providence University,3.21,Bachelors,Providence,W,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.14
1473,Providence University,3.31,Bachelors,Providence,W,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.64
1474,Providence University,4.0,Bachelors,Providence,W,0,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.85
1475,Providence University,2.81,Bachelors,Providence,W,1,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.02
1476,Providence University,0.95,Bachelors,Providence,M,0,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.53
1477,Providence University,0.36,Bachelors,Providence,M,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.54
1478,Providence University,1.58,Bachelors,Providence,M,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.47
1479,Providence University,3.73,Bachelors,Providence,M,1,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.99
1480,Providence University,0.0,Bachelors,Providence,W,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.5
1481,Providence University,0.85,Bachelors,Providence,M,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.19
1482,Providence University,3.53,Bachelors,Providence,W,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.14
1483,Providence University,2.76,Bachelors,Providence,W,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.54
1484,Providence University,1.71,Bachelors,Providence,W,0,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.07
1485,Providence University,2.79,Bachelors,Providence,W,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.32
1486,Providence University,1.2,Bachelors,Providence,W,0,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0
1487,Providence University,2.87,Bachelors,Providence,M,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.64
1488,Providence University,0.44,Bachelors,Providence,M,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.33
1489,Providence University,2.83,Bachelors,Providence,M,1,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.58
1490,Providence University,1.74,Bachelors,Providence,W,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.45
1491,Providence University,1.12,Bachelors,Providence,M,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.79
1492,Providence University,3.79,Bachelors,Providence,M,0,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.23
1493,Providence University,0.87,Bachelors,Providence,W,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.16
1494,Providence University,1.01,Bachelors,Providence,M,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.6
1495,Providence University,2.1,Bachelors,Providence,M,0,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.55
1496,Providence University,0.17,Bachelors,Providence,W,1,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3
1497,Providence University,1.03,Bachelors,Providence,M,1,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.14
1498,Providence University,3.5,Bachelors,Providence,M,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.94
1499,Providence University,0.94,Bachelors,Providence,M,0,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.72
1500,Providence University,1.25,Bachelors,Providence,M,1,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.67
1501,Providence University,1.08,Bachelors,Providence,W,0,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.91
1502,Providence University,2.32,Bachelors,Providence,W,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.48
1503,Providence University,0.77,Bachelors,Providence,M,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.12
1504,Providence University,2.53,Bachelors,Providence,M,0,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.82
1505,Providence University,3.85,Bachelors,Providence,W,0,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.76
1506,Providence University,0.78,Bachelors,Providence,M,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.41
1507,Providence University,1.65,Bachelors,Providence,W,1,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.95
1508,Providence University,0.02,Bachelors,Providence,W,0,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.93
1509,Providence University,2.31,Bachelors,Providence,M,0,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.87
1510,Providence University,0.53,Bachelors,Providence,W,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.77
1511,Providence University,2.59,Bachelors,Providence,W,0,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.05
1512,Providence University,1.28,Bachelors,Providence,M,0,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.96
1513,Providence University,0.33,Bachelors,Providence,W,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.36
1514,Providence University,3.31,Bachelors,Providence,M,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.26
1515,Providence University,0.18,Bachelors,Providence,W,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.3
1516,Providence University,2.95,Bachelors,Providence,M,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.31
1517,Providence University,2.11,Bachelors,Providence,M,0,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.52
1518,Providence University,0.6,Bachelors,Providence,M,1,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.55
1519,Providence University,3.65,Bachelors,Providence,M,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.33
1520,Providence University,0.74,Bachelors,Providence,M,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.35
1521,Providence University,3.25,Bachelors,Providence,W,1,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.99
1522,Providence University,2.25,Bachelors,Providence,W,1,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.43
1523,Providence University,0.98,Bachelors,Providence,M,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.88
1524,Providence University,1.35,Bachelors,Providence,M,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.61
1525,Providence University,3.59,Bachelors,Providence,M,1,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.83
1526,Providence University,1.55,Bachelors,Providence,W,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.59
1527,Providence University,0.04,Bachelors,Providence,M,1,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.9
1528,Providence University,1.49,Bachelors,Providence,M,0,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.44
1529,Providence University,1.46,Bachelors,Providence,M,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.45
1530,Providence University,2.51,Bachelors,Providence,M,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2
1531,Providence University,0.84,Bachelors,Providence,W,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.76
1532,Providence University,2.74,Bachelors,Providence,W,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.97
1533,Providence University,3.72,Bachelors,Providence,W,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.63
1534,Providence University,0.45,Bachelors,Providence,M,1,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.1
1535,Providence University,2.43,Bachelors,Providence,M,1,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.66
1536,Providence University,2.27,Bachelors,Providence,W,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.4
1537,Providence University,3.33,Bachelors,Providence,M,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.77
1538,Providence University,3.63,Bachelors,Providence,M,1,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.75
1539,Providence University,3.1,Bachelors,Providence,W,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.16
1540,Providence University,1.57,Bachelors,Providence,W,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.12
1541,Providence University,0.62,Bachelors,Providence,M,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.25
1542,Providence University,1.59,Bachelors,Providence,M,0,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.13
1543,Providence University,2.92,Bachelors,Providence,M,1,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.58
1544,Providence University,0.47,Bachelors,Providence,M,1,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.15
1545,Providence University,0.43,Bachelors,Providence,W,1,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.72
1546,Providence University,3.7,Bachelors,Providence,M,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.81
1547,Providence University,3.15,Bachelors,Providence,W,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.08
1548,Providence University,0.25,Bachelors,Providence,M,1,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.24
1549,Providence University,1.99,Bachelors,Providence,M,0,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.97
1550,Providence University,2.34,Bachelors,Providence,W,1,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.46
1551,Providence University,3.76,Bachelors,Providence,M,0,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.13
1552,Providence University,3.82,Bachelors,Providence,M,1,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.14
1553,Providence University,0.07,Bachelors,Providence,M,1,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.79
1554,Providence University,2.01,Bachelors,Providence,W,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.03
1555,Providence University,1.73,Bachelors,Providence,M,0,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.75
1556,Providence University,2.25,Bachelors,Providence,W,0,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.62
1557,Providence University,2.23,Bachelors,Providence,W,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.46
1558,Providence University,2.8,Bachelors,Providence,W,1,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.91
1559,Providence University,0.61,Bachelors,Providence,M,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.22
1560,Providence University,1.12,Bachelors,Providence,W,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.52
1561,Providence University,3.08,Bachelors,Providence,M,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.45
1562,Providence University,3.25,Bachelors,Providence,W,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.96
1563,Providence University,2.96,Bachelors,Providence,W,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.97
1564,Providence University,3.2,Bachelors,Providence,M,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.16
1565,Providence University,2.51,Bachelors,Providence,W,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.62
1566,Providence University,1.3,Bachelors,Providence,W,1,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.55
1567,Providence University,1.45,Bachelors,Providence,M,0,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.94
1568,Providence University,1.47,Bachelors,Providence,W,0,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.88
1569,Providence University,3.61,Bachelors,Providence,W,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.42
1570,Providence University,3.41,Bachelors,Providence,W,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.5
1571,Providence University,3.0,Bachelors,Providence,W,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.73
1572,Providence University,1.02,Bachelors,Providence,M,0,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.29
1573,Providence University,2.92,Bachelors,Providence,W,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.66
1574,Providence University,3.78,Bachelors,Providence,W,1,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.24
1575,Providence University,1.4,Bachelors,Providence,W,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.29
1576,Providence University,0.71,Bachelors,Providence,M,0,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.1
1577,Providence University,3.64,Bachelors,Providence,M,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.29
1578,Providence University,1.35,Bachelors,Providence,M,0,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.68
1579,Providence University,2.38,Bachelors,Providence,W,1,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.81
1580,Providence University,3.61,Bachelors,Providence,M,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.25
1581,Providence University,2.06,Bachelors,Providence,M,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.37
1582,Providence University,2.56,Bachelors,Providence,W,1,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.67
1583,Providence University,3.33,Bachelors,Providence,M,0,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.07
1584,Providence University,3.28,Bachelors,Providence,M,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.21
1585,Providence University,1.91,Bachelors,Providence,M,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.32
1586,Providence University,3.42,Bachelors,Providence,M,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.78
1587,Providence University,3.29,Bachelors,Providence,M,1,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.45
1588,Providence University,3.1,Bachelors,Providence,W,0,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16
1589,Providence University,1.89,Bachelors,Providence,M,0,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.42
1590,Providence University,1.46,Bachelors,Providence,W,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.74
1591,Providence University,1.8,Bachelors,Providence,M,0,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.89
1592,Providence University,3.9,Bachelors,Providence,M,0,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.04
1593,Providence University,0.07,Bachelors,Providence,W,1,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.62
1594,Providence University,3.04,Bachelors,Providence,M,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.39
1595,Providence University,3.7,Bachelors,Providence,W,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1
1596,Providence University,2.68,Bachelors,Providence,W,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.09
1597,Providence University,3.34,Bachelors,Providence,W,0,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.68
1598,Providence University,0.65,Bachelors,Providence,W,0,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.87
1599,Providence University,0.32,Bachelors,Providence,W,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.39
1600,Providence University,1.59,Bachelors,Providence,W,0,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.41
1601,Providence University,3.61,Bachelors,Providence,W,1,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.93
1602,Providence University,3.42,Bachelors,Providence,M,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.88
1603,Providence University,2.62,Bachelors,Providence,W,0,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.06
1604,Providence University,3.82,Bachelors,Providence,W,1,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.31
1605,Providence University,0.16,Bachelors,Providence,W,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.31
1606,Providence University,1.09,Bachelors,Providence,M,0,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.37
1607,Providence University,2.24,Bachelors,Providence,W,0,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.41
1608,Providence University,0.69,Bachelors,Providence,W,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.33
1609,Providence University,3.36,Bachelors,Providence,W,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.9
1610,Providence University,3.03,Bachelors,Providence,M,0,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.07
1611,Providence University,1.85,Bachelors,Providence,M,1,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.5
1612,Providence University,0.41,Bachelors,Providence,M,0,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.1
1613,Providence University,1.36,Bachelors,Providence,W,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.45
1614,Providence University,1.13,Bachelors,Providence,M,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.19
1615,Providence University,3.4,Bachelors,Providence,M,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.79
1616,Providence University,1.83,Bachelors,Providence,M,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.27
1617,Providence University,0.59,Bachelors,Providence,W,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.91
1618,Providence University,1.61,Bachelors,Providence,M,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.98
1619,Providence University,2.67,Bachelors,Providence,W,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.52
1620,Providence University,1.89,Bachelors,Providence,W,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.6
1621,Providence University,2.27,Bachelors,Providence,M,1,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.45
1622,Providence University,1.01,Bachelors,Providence,M,0,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.36
1623,Providence University,3.01,Bachelors,Providence,M,0,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.04
1624,Providence University,1.39,Bachelors,Providence,M,1,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.64
1625,Providence University,3.91,Bachelors,Providence,W,1,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.47
1626,Providence University,1.05,Bachelors,Providence,M,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.36
1627,Providence University,2.31,Bachelors,Providence,M,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.74
1628,Providence University,1.12,Bachelors,Providence,M,1,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.81
1629,Providence University,1.02,Bachelors,Providence,M,0,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.12
1630,Providence University,3.17,Bachelors,Providence,W,1,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.34
1631,Providence University,0.79,Bachelors,Providence,M,1,0,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.42
1632,Providence University,0.91,Bachelors,Providence,M,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.6
1633,Providence University,0.01,Bachelors,Providence,M,0,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.63
1634,Providence University,3.78,Bachelors,Providence,W,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.95
1635,Providence University,3.12,Bachelors,Providence,W,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.09
1636,Providence University,0.81,Bachelors,Providence,M,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.05
1637,Providence University,3.78,Bachelors,Providence,W,1,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.61
1638,Providence University,2.76,Bachelors,Providence,M,1,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.5
1639,Providence University,3.82,Bachelors,Providence,W,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.29
1640,Providence University,2.94,Bachelors,Providence,M,1,1,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.37
1641,Providence University,1.44,Bachelors,Providence,W,0,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.05
1642,Providence University,0.93,Bachelors,Providence,W,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.0
1643,Providence University,2.35,Bachelors,Providence,W,0,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.11
1644,Providence University,3.39,Bachelors,Providence,W,0,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.29
1645,Providence University,2.47,Bachelors,Providence,M,0,1,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1
1646,Providence University,2.32,Bachelors,Providence,M,1,0,1,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.07
1647,Providence University,2.18,Bachelors,Providence,W,1,1,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.67
1648,Providence University,3.89,Bachelors,Providence,M,0,1,1,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.32
1649,Providence University,3.07,Bachelors,Providence,W,1,0,0,1,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.67
1650,Providence University,2.31,Bachelors,Providence,M,0,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.45
1651,Providence University,2.18,Bachelors,Providence,M,1,0,0,0,Junior SWE,5/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.78
